hotel_name,price_bdt,num_reviews,comment,price_eur,source
JA Ocean View Hotel,24261.0,9258,We stayed at ja ocean view hotel for couple of days on our business trip and we got wonderful time unforgettable memories favourite location amazing,202.18,TripAdvisor
TRYP by Wyndham Dubai,14978.0,6428,Are stay was incredible Peter and Doreen godfrey prasad are lovely and,124.82,TripAdvisor
Adagio Premium The Palm,23101.0,374,amazing,192.51,TripAdvisor
The Canvas Hotel Dubai - MGallery Hotel Collection,13678.0,4709,Nice hotel love mainly housekeeping work,113.98,TripAdvisor
Th8 Palm by House Of Originals,23421.0,1194,"A wonderful resort to relax with family with a lot of activities, Good location that gives you a quite and private stay far",195.18,TripAdvisor
Radisson Beach Resort Palm Jumeirah,39940.0,309,I came from Russia with my family in First time I stay in,332.83,TripAdvisor
Sheraton Grand Hotel Dubai,26401.0,4241,so fantastic hotel .Room is amazing.Housekeeping staff ketut snd jecky,220.01,TripAdvisor
First Central Hotel Suites,12813.0,4243,"Great location and ambience, the receptionists are very helpful and quick .Big thanks to Imran, Shiva and Mohtarim for keeping",106.78,TripAdvisor
"Four Points by Sheraton Sheikh Zayed Road, Dubai",15341.0,3367,... Very clean Great staff rajesh Will come again Great food The roof top is really nice Reception guys are fast The breakfast has large variety Very satisfied from,127.84,TripAdvisor
Taj Jumeirah Lakes Towers,18778.0,1411,course view and staff was amazing Thanks so much Mr Gurnani and Prashant for your kind assistance Fantastic experience and we are looking forward to repeat soon,156.48,TripAdvisor
"Radisson Blu Hotel, Dubai Waterfront",19389.0,1605,"Very delcious food, friendly and kind staff, especially the Egyptian cheif Mr. Ahmed Clean and cozy hotel High value of service from restaurant team especially",161.57,TripAdvisor
Pullman Dubai Downtown,22075.0,4101,Amazing job doing for Shahab always take care off Me Excellent,183.96,TripAdvisor
Vida Creek Harbour,8714.0,1340,"housekeeping staff was so helpful and professional , experience at pool was so amazing , I really enjoyed on my stay everything was perfect definitely I'll visit again highly...",72.62,TripAdvisor
The First Collection at Jumeirah Village Circle,9835.0,1381,I highly recommend the first collection,81.96,TripAdvisor
"InterContinental Dubai - Festival City, an IHG Hotel",25916.0,4054,Wow wow wow Excellent,215.97,TripAdvisor
Stella Di Mare Dubai Marina,17853.0,1022,", food was awesome and healthy , perfect neighborhood , early check in , late check out , very comfortable beds , beautiful hotel , good sightseeing especially mar...",148.78,TripAdvisor
Grand Hyatt Residence,25453.0,65,Generally speaking we found the apartment very roomy and comfortable with the level of service you would expect from Hyatt. The only negatives in the apartment are...,212.11,TripAdvisor
Rove at The Park,5297.0,1276,Very accomodating staff Specially Sir,44.14,TripAdvisor
Citymax Hotel Bur Dubai,5727.0,5943,A Big Shout out for Team HK for,47.72,TripAdvisor
Golden Sands Hotel Apartments,6002.0,2657,and king size bed.,50.02,TripAdvisor
Jumeirah Mina A'salam,109450.0,5164,Special thanks to Jude from Reception for,912.08,TripAdvisor
Jumeirah Dar Al Masyaf,91207.0,6000,"Location is amazing,",760.06,TripAdvisor
Palace Downtown,46002.0,6902,"Beautiful - a pool that you can lookat the Burj Khalifa, a room that you can see the Dubai Fountain, clean, excellent breakfast, very good service- thank you",383.35,TripAdvisor
Jumeirah Al Qasr,112761.0,5012,Good things: 1) Very spacious,939.68,TripAdvisor
Jumeirah Al Naseem,131177.0,3063,the best my hotel in all UAE like always stay the best and feeling like home for clean and food everything it is amazing very,1093.14,TripAdvisor
Manzil Downtown By Vida,37258.0,4351,"dharshan and bibas theyre we friendly with us wed like to come back soon again, thank you everyone",310.48,TripAdvisor
Bab Al Shams Desert Resort and Spa,52657.0,3786,"traditional with modern, authentic design, perfect view to the desert.",438.81,TripAdvisor
Ramada Hotel & Suites by Wyndham Dubai JBR,29869.0,3584,Very nice,248.91,TripAdvisor
"Element Al Jaddaf, Dubai",21393.0,354,Had a wonderful stay at element al jaddaf .Warm and accommodating staff specially ibrahim and ahmed in front,178.28,TripAdvisor
Sheraton Dubai Creek Hotel & Towers,16061.0,4068,Kelly,133.84,TripAdvisor
Aloft Palm Jumeirah,24469.0,849,Hotel is amazing Mr Bong from the reception was assisted,203.91,TripAdvisor
Kempinski Hotel Mall Of The Emirates,32479.0,5011,Quiet & nice place to visit I really enjoyed in hotel kempinski mall of the emirates Excellent location access to the,270.66,TripAdvisor
ME Dubai,30625.0,648,Me hotel is an amazing hotel I loved the atmosphere very modern,255.21,TripAdvisor
City Seasons Towers,7210.0,1843,Immad was amazing Ali helped,60.08,TripAdvisor
Conrad Dubai,26543.0,5993,"Thanks Conrad family, every thing is great, the stuff there very kind and friendly and",221.19,TripAdvisor
Rixos The Palm Luxury Suite Collection,167172.0,12,"term with our 2 teenage daughters and had the best week. This really is a special hotel.
From the welcome on arrival, to the guest services contacts and the food at...",1393.1,TripAdvisor
InterContinental Dubai Marina,26293.0,1684,George gave an excellent reception and topography of Marina.It was able my first time in Marina and was able to with ease in metro and buses to far as Sharjah and,219.11,TripAdvisor
Address Fountain Views,26141.0,1305,"... we had amazing experience with following members, Anastasia, Chand, Mizanvur and ofcourse the housekeeping team were brilliant",217.84,TripAdvisor
Grand Millennium Business Bay,15296.0,1142,It was awesome stay with u guys really appreciate to,127.47,TripAdvisor
"Hotel Indigo Dubai Downtown, An IHG Hotel",20032.0,1032,"Initially booked for 3 nights, extended to 6, thats how much we enjoyed our stay Outstanding service, great facilities,",166.93,TripAdvisor
Rove La Mer Beach,15829.0,1003,"I would like to thank all of you at Rove La Mer, especially to Nash and Lucky from reception, to Pusta for keeping",131.91,TripAdvisor
Novotel Suites Dubai Mall of the Emirates,9749.0,3637,"Very professional staff, clean,",81.24,TripAdvisor
Cote d'Azur Monaco Hotel,37345.0,19,"before wow! Especially Dilshod, he had my drink filled before I even took a drink. probably the best service I've ever had. Cannot wait to come back here!!",311.21,TripAdvisor
Marriott Executive Apartments Dubai Creek,14160.0,271,,118.0,TripAdvisor
Rove City Centre,6230.0,2444,Fresh and clean Quality,51.92,TripAdvisor
DoubleTree by Hilton Dubai Al Jadaf,8732.0,542,"Superb staff, they were considerate and gave us an early checkin",72.77,TripAdvisor
Dusit  Thani Dubai,14522.0,5140,good view and reception team are amazing specially Mr kreem who helped me alot to get a,121.02,TripAdvisor
Grand Cosmopolitan Hotel - Dubai,14019.0,675,Lovely hotel location Very friendly staff,116.82,TripAdvisor
Two Seasons Hotel & Apartments,12036.0,1445,"Great place , friendly",100.3,TripAdvisor
DoubleTree by Hilton Dubai M square Hotel & Residences,13406.0,517,Everything was excellent specially housekeeping they are doing there job very well,111.72,TripAdvisor
Raffles The Palm Dubai,76391.0,1398,"A lobby so awesome chandelier, all staff are so amazing and",636.59,TripAdvisor
Anantara World Islands Dubai Resort,117713.0,515,Yousef was very good and supportive and kind The place is so beautiful Everyone,980.94,TripAdvisor
Waldorf Astoria Dubai International Financial Centre,44117.0,833,Amazing hotel excellent service Great employees Amazing Reception Nubo / Lolita very kind and helpful,367.64,TripAdvisor
Atlantis The Royal,112078.0,75,"with the amazing palm view, an orientation of the hotel escorting us to the room taking restaurant reservations making sure our stay was comfortable.",933.98,TripAdvisor
"Dukes The Palm, a Royal Hideaway Hotel",26891.0,5576,Chef Sid and Clive for the delicious pizza!! Pawan and Anil keep smiling and active.! Sumit Nehal and Neha,224.09,TripAdvisor
Hilton Dubai Jumeirah,26900.0,7591,Thanks June for all your assistance,224.17,TripAdvisor
"Marriott Executive Apartments Al Jaddaf, Dubai",20992.0,225,"Incredible hotel, the pool with an incredible view and always protected by a",174.93,TripAdvisor
Premier Inn Dubai Al Jaddaf,5255.0,1690,"Reasonable price great bar in the hotel Mr Toads special shout-out to Sheila :) Its more like 4 star hotel spotless clean, nice pool area upstairs, big comfy",43.79,TripAdvisor
Jumeirah Living World Trade Centre Residence,40108.0,220,We stayed at two bed duplex,334.23,TripAdvisor
Address Montgomerie,26400.0,877,,220.0,TripAdvisor
Jumeirah Living Marina Gate,34271.0,86,They gave late,285.59,TripAdvisor
voco Dubai,25633.0,4876,"Excellent accommodation ,",213.61,TripAdvisor
"Delta Hotels Jumeirah Beach, Dubai",22118.0,3409,We had a great experience at this hotel -- friendly and accommodating,184.32,TripAdvisor
Vida Downtown Dubai,24149.0,4735,The place is perfect for a vacation or a trip with the family,201.24,TripAdvisor
Royal Ascot Hotel,15141.0,2434,person i ever meet ) Also hotels room are very nice and if you are planing to stay definitely i will recommend this hotel and 1 additional tip book your package in...,126.18,TripAdvisor
Rove Dubai Marina,11218.0,2846,"Excellent hotel , Amazing staff, Awesome service, especially Mr. Tharwat , Mr. Mahmoud and Mr. Nabil Ms Aijan & Amin",93.48,TripAdvisor
NH Collection Dubai The Palm,27999.0,45,"welcoming, professional and actually the most attentive staff Ive come across. The reception staff are helpful and always welcome you back when you have been",233.32,TripAdvisor
Rove Trade Centre,8481.0,2068,Amazing and excellent,70.68,TripAdvisor
Millennium Plaza Downtown Hotel,14727.0,3855,... you Pragya and Rakesh Kumar for giving us great view hotel rooms Wonderful Breakfast,122.72,TripAdvisor
Pullman Dubai Creek City Centre,16157.0,3526,Liked lot staying Pullman city,134.64,TripAdvisor
"Radisson Blu Hotel, Dubai Deira Creek",12461.0,2036,"Very good excellent service , pleasant staff , everything you need , perfet location , nice comfortable rooms",103.84,TripAdvisor
LEVA Hotel Mazaya Centre,11159.0,1147,"Smooth Check In and Check out Professional and Accommodating Staffs Clean, Comfortable",92.99,TripAdvisor
Hyde Hotel Dubai,17455.0,190,a large balcony overlooking the waterway.,145.46,TripAdvisor
Millennium Place Barsha Heights Hotel,9200.0,1779,Amazing place and we will stay again whenever we come to dubai excellent,76.67,TripAdvisor
Hyatt Regency Dubai Creek Heights,15538.0,8616,we stayed two,129.48,TripAdvisor
"Holiday Inn Express Dubai - Jumeirah, an IHG Hotel",8002.0,1250,"Wonderful service highly recommended food very very good and delicious, staff was very",66.68,TripAdvisor
"InterContinental Dubai - Festival City, an IHG Hotel",25916.0,4056,Wow wow wow Excellent,215.97,TripAdvisor
Avani Palm View Dubai Hotel & Suites,19650.0,755,"The best hotel for families with great view of the sea and the palm , the staff are very friendly and welcoming",163.75,TripAdvisor
Mercure Dubai Barsha Heights,10877.0,2255,Excellant location hotel all services amazing spacial Concierge team great service specially thanks to shiba he is so kind and polite also he always arranged for me,90.64,TripAdvisor
Novotel World Trade Centre Dubai,12014.0,5101,all hosekeepin staff i really enjoying and helpul wow amazig hotel vary good pool side tanks for chaminda and sandeep near by dubi mall tanks all of you,100.12,TripAdvisor
Studio M Arabian Plaza,5533.0,1524,Good choice for a short stay nearby,46.11,TripAdvisor
Millennium Al Barsha,5847.0,992,Modern,48.72,TripAdvisor
Four Seasons Hotel Dubai International Financial Centre,87156.0,310,"equipped, excellent wifi, very good bed allowing for nice sleep.",726.3,TripAdvisor
Kempinski Hotel & Residences Palm Jumeirah,68754.0,1411,Fantastic beach and,572.95,TripAdvisor
Paramount Hotel Midtown,31153.0,441,I stayed at paramount midtown lmust say the service was absolutely incredible from star to finish friendly staff and,259.61,TripAdvisor
"Crowne Plaza Dubai Marina, an IHG Hotel",27425.0,1056,Excellent experience,228.54,TripAdvisor
Sofitel Dubai the Obelisk,34811.0,2044,"Superb breakfast,",290.09,TripAdvisor
Hilton Dubai Jumeirah,26900.0,7592,Thanks June for all your assistance,224.17,TripAdvisor
RODA Amwaj Suites,23287.0,2085,"Amazing and excellent service and they have spacious rooms and great facilities and location.It was very good hotel helpful staff especially Purushottam,",194.06,TripAdvisor
DoubleTree by Hilton Dubai Business Bay,25137.0,1749,"rain shower with Nespresso coffee machine and kettle massive TV, location is very good not far from Dubai mall only 5min taxi (15AED) there is Japanese, Indian, Africa...",209.48,TripAdvisor
Hyatt Centric Jumeirah Dubai,27501.0,183,"Excellent hotel on great location, beautiful design,",229.18,TripAdvisor
"Holiday Inn Express Dubai Airport, an IHG Hotel",7218.0,2919,Excellent service lovely breakfast near to metro station all staff are very professional and helpful always ready to help Love spending,60.15,TripAdvisor
Premier Inn Dubai International Airport Hotel,5878.0,6957,Thanks for walaa micheal and Narayan for the best service they gave to me the,48.98,TripAdvisor
Ibis Dubai Al Barsha Hotel,5220.0,2578,Excellent hotel location very nice amazing stay thanks to housekeeping staff for always,43.5,TripAdvisor
The Meydan Hotel,19338.0,2996,... beyond to make sure you have the best time special thanks to Miss shalini always been really very helpful and kind !!!! Shalini special Thanks to you providing,161.15,TripAdvisor
Sea View Hotel,3875.0,2430,Naresh excellent,32.29,TripAdvisor
Hyatt Regency Creek Heights Residences,17312.0,1174,Very,144.27,TripAdvisor
Blue Beach Tower The Walk JBR,15370.0,2874,... in Dubai stayed at different hotels while I was in Dubai but JA oasis was one of the best place to stay with family or,128.08,TripAdvisor
Rove Downtown,13268.0,5071,"The Rove downtown was an excellent choice - easy location from the airport, great view of the Burj Khalifa",110.57,TripAdvisor
Majestic City Retreat Hotel,7083.0,2181,Really loved the house keeping staff thank you so much Nilan & Hom special thanks to you both for the awesome experience here,59.02,TripAdvisor
"The Radisson Blu Residence, Dubai Marina",16330.0,1152,"Wonderful view of Dubai Marina, especially from balcony, nice and pretty new building with helpful and attentive staff, good equipped",136.08,TripAdvisor
SUHA JBR Hotel Apartments,18492.0,710,Also Shyam and Tez always,154.1,TripAdvisor
Jumeirah Mina A Salam,123218.0,5,comfortable with a lovely balcony and sea view. Thanks to Pauline who was always on hand to help with any cleaning or room issues. The club lounge was really excellent,1026.82,TripAdvisor
Al Manar Grand Hotel Apartment,4509.0,861,"room, bedroom, 1 1/2 bathrooms, kitchen and two TVs) and comfortable bed.",37.58,TripAdvisor
Barcelo Residences Dubai Marina,12398.0,563,"You can have an amazing apartment,",103.32,TripAdvisor
Holiday Inn & Suites Dubai Science Park,8871.0,174,All excellent Staff Security vilet excellent Murugaraja Jabbar Vijay All our staff excellent,73.92,TripAdvisor
Savoy Park Hotel Apartments,10276.0,594,"the amenities, comfortable, available WiFi .",85.63,TripAdvisor
Millennium Central Downtown,8352.0,2057,"Had only stayed one night but I wish it could be longer , express",69.6,TripAdvisor
Staybridge Suites Dubai Financial Centre,13758.0,323,"Amazing hotel, staff very supportive especially Salah Mohammed ... high recommend the hotel for your stay in Dubai ... Brand New Hotel",114.65,TripAdvisor
Rove City Walk,10057.0,620,breakfast in the daily was amazing Anas was the best he take care of us and help us with great hospitality we will come back for sure We love rove ?????,83.81,TripAdvisor
Hampton by Hilton Dubai Airport,6606.0,575,excellent with lot of choices.,55.05,TripAdvisor
Emirates Grand Hotel,8322.0,853,Vinayak is a very generous and helping,69.35,TripAdvisor
Dubai Marriott Harbour Hotel & Suites,14279.0,1677,"Your hotel is wonderful,",118.99,TripAdvisor
Palazzo Versace Dubai,43710.0,2875,every thing was excellent excellent break fast with excellent garden view for break fast excellent pool,364.25,TripAdvisor
Marina Hotel Apartments,29098.0,267,apartment was very clean pool view is great we enjoy our vacation jannah hotel near by JBR beach and metro station breakfast food is nice thank you laxman for always...,242.48,TripAdvisor
Canal Central Hotel,42338.0,1899,Excellent and professional housekeeping staff loknath doing,352.82,TripAdvisor
Hilton Dubai Palm Jumeirah,37306.0,477,Thanks for the friendly and great valet service Thomson and team always professional Fantastic service.Hotel is,310.88,TripAdvisor
Hilton Dubai Al Habtoor City,21840.0,5118,"Excellent Hotel and the staff are amazing, Ali & Hassan were",182.0,TripAdvisor
Jannah Marina Hotel Apartments,13551.0,1241,Jannah hotel dubai marina is best hotel the staff very polite and,112.92,TripAdvisor
Pullman Dubai Jumeirah Lakes Towers,18749.0,3619,"Great location, amazing staff service and friendly especially mr Alex and Mr Umar they made sure i was comfortable all my stay will come again and recommend",156.24,TripAdvisor
Gateway Hotel,6981.0,604,"team,  Have good breakfast with Indian options. 

Rooms are bigger than normal with dining table, clean, great bed.  Best option for tourists comparing the price...",58.18,TripAdvisor
Atana Hotel,8586.0,2659,"- The hotel staff is friendly, helpful and professional (a special thank you",71.55,TripAdvisor
Al Habtoor Polo Resort,17381.0,461,I come to dubai and stayed in habtoor polo resort Every things was great and the view from balcony,144.84,TripAdvisor
Nuran Marina Serviced Residences,18117.0,589,"great from the first second we walked in.theyre friendly and helpfully every time we speak to them. 

Room is perfect, location is perfect and well return in a...",150.98,TripAdvisor
"Four Points by Sheraton Production City, Dubai",5892.0,387,"Great staffs and awesome facilities, clean environments, great hospitality with",49.1,TripAdvisor
Movenpick Grand Al Bustan Dubai,12166.0,3844,Very well done food was excellent nice hotel and nice staff moorthy was great and very friendly and it was very near to the,101.38,TripAdvisor
Hyatt Place Dubai Jumeirah,10122.0,1039,Great staycation,84.35,TripAdvisor
Time Onyx Hotel Apartments,12388.0,48,The hotel apartment had a sperate kitchen with closed,103.23,TripAdvisor
Hyatt Place Dubai Al Rigga,9327.0,4057,Good and great service Pool Bar is excellent- Yubraj Swimming pool excellent,77.72,TripAdvisor
Novotel Dubai Deira City Centre Hotel,10827.0,2745,Nice atmosphere with excellent service location very friendly staff helpful always first class friendly service and very,90.22,TripAdvisor
"Suha Mina Rashid Hotel Apartment, Bur Dubai",9524.0,79,Thanks to all staff for warm,79.37,TripAdvisor
Al Bandar Arjaan Creek,17571.0,365,before heading to Thailand to start a new journey. I met Marilyn on my arrival and assisted me during the check-in procedure. Front team in general are a friendly,146.43,TripAdvisor
"Radisson Blu Hotel, Dubai Media City",13334.0,3692,Incredible place and,111.12,TripAdvisor
Swissotel Living Al Ghurair,13526.0,643,"well-equipped, with all the amenities and services we needed.",112.72,TripAdvisor
Gulf Court Hotel Business Bay,10998.0,1180,There is team that helps to buy many attractions and easy to connect with them if,91.65,TripAdvisor
Premier Inn Dubai Ibn Battuta Mall,6541.0,3491,"1st day Of arrival, its an amazing experience",54.51,TripAdvisor
Movenpick Hotel & Apartments Bur Dubai,12192.0,2967,the front office manger Mr Taha and his team very very cooperate always ready to assist.,101.6,TripAdvisor
Citymax Hotel Business Bay,6741.0,602,big,56.18,TripAdvisor
Park Regis Business Bay Hotel,8486.0,512,Fantastic stay... Awesome staff....,70.72,TripAdvisor
Park Regis Kris Kin Hotel,7804.0,2712,service is also a very safe Hotel I hope they continue like this and for the next trip to Dubai I will not hesitate to stay in Park Regis Kris Kin Thank you very much.,65.03,TripAdvisor
Radisson Hotel Dubai DAMAC Hills,8611.0,422,"Beautiful hotel all staff here give us a good impression Specially Thanks for DANANJAY Perfect service, good attitude  we are coming again sure Nice",71.76,TripAdvisor
Carlton Al Barsha Hotel,7156.0,1613,"is very kind and helpfull, he clean our room every day and he is very good in nature..",59.63,TripAdvisor
Carlton Downtown Hotel,11035.0,2446,"I wanted a Burj view room to stay, and Carlton over met my expectations with it's amazing staff, well sanatised Hotel, top notch English breakfast and above",91.96,TripAdvisor
"The Ritz-Carlton, Dubai International Financial Centre",39124.0,3377,Ritz Carlton is best hotel in Dubai I really appreciate great service Nizam he was amazing Nizam always help me in sa allah see you very soon  Cake shop also very nice,326.03,TripAdvisor
25hours Hotel Dubai One Central,32799.0,259,We went here for a staycation,273.32,TripAdvisor
Hilton Garden Inn Dubai Al Muraqabat,14417.0,1410,"Hotel with modern ambience & sweet spirit,",120.14,TripAdvisor
Moevenpick Jumeirah Lakes Towers,15293.0,2932,"Hotel is great, location is super, team very friendly, all services close walking distance, breakfast amazing next to the lakes, Rooms are very comfortable and clean,",127.44,TripAdvisor
Pearl Marina Hotel Apartments,16981.0,937,... glove at all times.The location is superb just in front of marina waterfront & walkway....The,141.51,TripAdvisor
Hyatt Place Dubai Wasl District,17628.0,1532,"We had an excellent stay..The staffs are very friendly,helpful.The hotel is very clean throughout,and",146.9,TripAdvisor
Millennium Place Marina,14195.0,1701,Great experience Nice,118.29,TripAdvisor
Le Meridien Dubai Hotel & Conference Centre,11546.0,6540,"so much Pool amazing BF buffet rich and delicious and staff were hard workers Thanks to Dannilyn Villas, PRO customer service and was very friendly.",96.22,TripAdvisor
Ibis Styles Dubai Jumeira,6986.0,2438,Its a very lovely,58.22,TripAdvisor
"Crowne Plaza Dubai Jumeirah, an IHG Hotel",18052.0,244,The food,150.43,TripAdvisor
ibis Dubai Al Rigga,5754.0,2550,"... for sports lover where they can have food, drinks and watch live screening - Non-smoking rooms - Friendly and welcoming",47.95,TripAdvisor
"Arabian Park Dubai, An Edge By Rotana Hotel",5966.0,141,Very comfortable,49.72,TripAdvisor
City Premiere Marina Hotel Apartments,17173.0,265,On arrival Marife checked me in and she was very polite,143.11,TripAdvisor
Villa Rotana,15029.0,1854,"All stuff in the hotel are helpful, Excellent service,, good value and",125.24,TripAdvisor
The First Collection Business Bay,12309.0,728,A dream hotel,102.58,TripAdvisor
Ghaya Grand Hotel,6608.0,4053,Good environment,55.07,TripAdvisor
Savoy Central Hotel Apartments,7437.0,1239,"From the very friendly, warm and professional staff",61.98,TripAdvisor
dusitD2 Kenz Hotel,6329.0,1456,... to Mr. Mahmoud from the reception the warm welcome and smile was very helpful and,52.74,TripAdvisor
Millennium Atria Business Bay,14784.0,654,I got a great weekend with millennium it's amazing the room so beautiful and we'll,123.2,TripAdvisor
Beach Walk Boutique Hotel - Jumeriah,20589.0,164,"for the three of us, the boys loved the road view to watch all the luxury cars pass by.",171.58,TripAdvisor
Metropolitan Hotel Dubai,8134.0,1677,The hotel is beautiful and the amenities are awesome,67.78,TripAdvisor
Hilton Garden Inn Dubai Mall Of The Emirates,9715.0,1824,Good hotel,80.96,TripAdvisor
Hampton By Hilton Dubai Al Barsha,8675.0,231,"... all the staff in the restaurant so polite and quick serving Big thanks to everyone, special thanks to Lara, she is so smiling and lovely person, all the request to",72.29,TripAdvisor
Media Rotana Dubai,11922.0,4121,bathroon and great air con throughout.,99.35,TripAdvisor
"Courtyard By Marriott Al Barsha, Dubai",10828.0,650,"Everyone here is always smiling and eager to help, we came a bit early for checking in but Maria / the front desk manager never hesitate",90.23,TripAdvisor
The S Hotel,8535.0,101,"Great location , clean rooms , very stylish",71.12,TripAdvisor
"Occidental Al Jaddaf, Dubai",9280.0,330,I love them Hotel location nice Swimming pool just,77.33,TripAdvisor
ibis Styles Dubai Airport Hotel,3990.0,319,Everything is new and,33.25,TripAdvisor
Elite Byblos Hotel,6080.0,1787,great experience wonderful relax time with a professional,50.67,TripAdvisor
The Galleria Residence,13078.0,190,- Polite and Professional staff -starts from Front Desk MS.Nikki who has given,108.98,TripAdvisor
Jannah Place Dubai Marina,23435.0,1028,"staff and location amazing, morning breakfast good taste and 24 hr service especially thanks engineering Bharani and team helping too much thanks jannah place",195.29,TripAdvisor
Oaks Ibn Battuta Gate Dubai,10390.0,10225,specially Mr Othman and Mr Chandra Thanks thank Family was so happy and we will recommend your hotel to our friends Also we will back again for sure Ssssssssssssss...,86.58,TripAdvisor
Premier Inn Dubai Investments Park,4412.0,2375,"Nice place to stay, everyone are so nice and",36.77,TripAdvisor
Grand Plaza Moevenpick Media City,17704.0,1747,Amazing breakfast from bytes restaurant and Mr.Nitheesh made me a Indian Karak tea.it was so amazing Thank you for all the staff especially nitheesh and abid who,147.53,TripAdvisor
La Suite Dubai Hotel & Apartments,8449.0,1437,"A memorable stay we had a farewell party gathering and book 3 bedroom great location,Room is really",70.41,TripAdvisor
"Lemon Tree Hotel, Jumeirah, Dubai",12309.0,314,Amazing staff kritika and shaurya lovely people like family Im here,102.58,TripAdvisor
Rove Healthcare City,6021.0,2593,"The rooms, the meticulous attention to detail of what is needed for a stay, efficient and customer friendly approach of staff, the functional Gym and more",50.18,TripAdvisor
Staybridge Suites Dubai Internet City,12515.0,213,comfortable and well appointed.,104.29,TripAdvisor
Vida Emirates Hills,9876.0,766,"From check in to check out everything was super smooth,",82.3,TripAdvisor
TIME Oak Hotel & Suites,8312.0,919,stayed in TIME Oak hotel for 2 week and had an amazing stay! the service was,69.27,TripAdvisor
Conrad Dubai,26344.0,5995,"Thanks Conrad family, every thing is great, the stuff there very kind and friendly and",219.53,TripAdvisor
Novotel Bur Dubai,7915.0,739,money worthy place every one nice rooms clean staffs really cooperative front desk staffs really helpful all people helping mind Im really satisfy thank you guys thank...,65.96,TripAdvisor
Zabeel House The Greens,14204.0,498,friendly and helpful especially at the reception desk and with Mia everyday at breakfast!,118.37,TripAdvisor
Aparthotel Adagio Dubai Deira,6470.0,523,Everything from amenities to accommodation was first,53.92,TripAdvisor
Citadines Metro Central Dubai,6508.0,918,Fabulous and amazing customer service customer wonderful staff thanks to Nadim and housekeeping kalam and,54.23,TripAdvisor
Movenpick Hotel Apartments Downtown Dubai,15821.0,637,... Tilak was extremely helpful very attentive and welcoming very professional friendly service at frontdesk and very clean and well maintained hotel and rooms super,131.84,TripAdvisor
Treppan Hotel & Suites by Fakhruddin,9629.0,175,,80.24,TripAdvisor
Jumeirah Creekside Hotel,12162.0,3667,Fabulous,101.35,TripAdvisor
Marco Polo Hotel,5612.0,1013,"was delicious, luxurious, has a Gym, Swimming pool and many other facilities.",46.77,TripAdvisor
Roda Links Al Nasr,7813.0,154,,65.11,TripAdvisor
"Aloft Al Mina, Dubai",5519.0,298,Good service Nice room Nice hotel Giod place Quiet I will come back soon Staff very good,45.99,TripAdvisor
Wyndham Dubai Deira,12178.0,615,I really liked the hotel very good attitude and warm very good people are always,101.48,TripAdvisor
Al Raya Hotel Apartments,16645.0,84,,138.71,TripAdvisor
Royal Continental Hotel,6421.0,412,"Excellent service,kudos to the entire staff.. Near to shopping mall,airport,metro",53.51,TripAdvisor
Moevenpick Hotel Apartments Al Mamzar Dubai,10638.0,1155,Excellent hotel apartments with great,88.65,TripAdvisor
Revier Dubai,11295.0,177,"message on the TV, note with amenity and the very comfortable bed.",94.12,TripAdvisor
Grand Mercure Hotel and Residences Dubai Airport,10870.0,295,I love the ambiance of,90.58,TripAdvisor
Armada BlueBay,14154.0,492,wasnt great. I asked for a few things and they didnt bring all of it to the room. Good value for money and in a great location! Would recommend staying here instead of...,117.95,TripAdvisor
"Element Me'aisam, Dubai",9049.0,60,We had a great,75.41,TripAdvisor
City Premiere Hotel Apartments,10528.0,511,"Comfy beds and pillows, clean kitchen and bathroom,",87.73,TripAdvisor
Residence Inn By Marriott Sheikh Zayed Road,13580.0,206,Local food (Bati al Zain Mandi Restaurant); Bar (Longs) and Supermarket (Union Co-op) as well as mini-marts for small purchases,113.17,TripAdvisor
"Copthorne Lakeview Hotel Dubai, Green Community",6106.0,831,stay back and jus relax with a good book..,50.88,TripAdvisor
ibis Styles Dubai Deira,6477.0,105,"It was a great stay, new hotel very near to gold sook and metro station,",53.98,TripAdvisor
Novotel Dubai Al Barsha,9636.0,3581,Had a wonderful,80.3,TripAdvisor
Paramount Hotel Dubai,19834.0,632,An amazing hotel with large and clean,165.28,TripAdvisor
voco Bonnington Dubai,15422.0,5322,Beautiful place all the amenities are perfect food is amazing lovely staff always helpful everything is near for,128.52,TripAdvisor
Hilton Dubai Jumeirah,26900.0,7586,Thanks June for all your assistance,224.17,TripAdvisor
Ramada By Wyndham Dubai Deira,7328.0,1987,"Ramada Deira is beautiful hotel ,hotel near bay metro restaurant shopping center close",61.07,TripAdvisor
Ecos Dubai Hotel at Al Furjan,5301.0,166,"moreover the breakfast was delicious the service is the best The team is so helpful and professional especially sujata , sunil and valeantine .",44.18,TripAdvisor
Urban Al Khoory Hotel,6677.0,227,I was a walk in guest at this peak time of expo 2020 happening still managed,55.64,TripAdvisor
"Radisson Blu Hotel, Dubai Canal View",18052.0,412,"Hotel is near to dubai mall and burj khalifa downtown, Hotel staff is friendly and professional, thank you MS dally for upgrading to",150.43,TripAdvisor
Star Metro Deira Hotel,6294.0,1122,A perfect holiday with family and had great time specially haseeb thanks to him for giving such,52.45,TripAdvisor
Jumeira Rotana,7796.0,1682,"It serves the purpose, quiet enough for a good night rest/ good",64.97,TripAdvisor
